3D VISION Game Ready ,Boost Clock ,Brand ,CUDA Cores ,Card Dimensions (L x H) ,Chipset Manufacturer ,Cooler ,Core Clock ,DVI ,Date First Available ,DirectX ,DisplayPort ,Dual-Link DVI Supported ,Edition ,Effective Memory Clock ,Features ,Form Factor ,GPU ,GPU Series ,HDCP Ready ,HDMI ,Interface ,Mac Edition ,Max GPU Length ,Max Resolution ,Memory Interface ,Memory Size ,Memory Type ,Model ,Multi-Monitor Support ,OpenGL ,Operating Systems Supported ,Option ,Package Contents ,Power Connector ,RAMDAC ,SLI Support ,Series ,Shader Clock ,Slot Width ,Stream Processors ,System Requirements ,Thermal Design Power ,Virtual Reality Ready ,review_numbers
,['1.82 GHz'],['ROG'],,,['NVIDIA'],,['1.68 GHz'],['Yes'],"['November 09, 2018']",,['Yes'],,,,,['Plug-in Card'],['GTX 1080'],,,['Yes'],,,,,['256-Bit'],['8GB'],['GDDR5X'],,,['OpenGL 4.5'],,,,,,,['GTX 10'],,,,,,,0 reviews
,['N/A'],['EVGA'],['2560'],"['10.50"" x 5.06""']",['NVIDIA'],['Double Fans'],['1721 MHz'],['1 x Dual-Link DVI-D'],"['November 05, 2018']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['10000 MHz'],,,['GeForce GTX 1080'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['1 x HDMI 2.0b'],['PCI Express 3.0'],,['267 mm'],['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5X'],['08G-P4-6286-KR'],['4'],['OpenGL 4.5'],"['Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit']",['GTX 1080 FTW ACX3.0'],,['2 x 8-Pin'],,['2-Way SLI'],,,['Dual Slot'],,"['500W or greater power supply. PCI Express, PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.']",['180W'],['Yes'],0 reviews
,,,,,,,,,"['May 15, 2019']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 reviews
['Yes'],,['EVGA'],['240'],,['NVIDIA'],['Single Fan'],['648 MHz'],['2 x DVI'],"['May 27, 2019']",['DirectX 10'],,['Yes'],,['2484MHz (effective)'],['Mac OS X Support2nd Generation Unified Shader ArchitectureNvidia CUDA SupportNVIDIA PureVideo HD Technology'],,['GeForce GTX 285 for Mac'],,['Yes'],,['PCI Express 2.0 x16'],['Yes'],,['2560 x 1600'],['512-Bit'],['1GB'],['GDDR3'],['01G-P3-1080-TR'],,,,,"[""01G-P3-1080-TRDriver Installation CDUser's ManualDVI to VGA/D-sub AdapterPower Cable""]",['2 x 6-Pin'],['400MHz'],['No'],,['1476 MHz'],,,['Minimum of a 550 Watt power supply.(Minimum recommended power supply with +12 Volt current rating of 40 Amps.)'],,,(11)
,['1847 MHz'],['EVGA'],['2560'],"['10.50"" x 4.38""']",['NVIDIA'],['Double Fans'],['1708 MHz'],['1 x Dual-Link DVI-D'],"['January 18, 2019']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['10000 MHz'],"['Simultaneous Multi-ProjectionVR ReadyNVIDIA AnselNVIDIA SLI w/ HB Bridge SupportNVIDIA G-SYNCNVIDIA GameStreamNVIDIA GPU Boost 3.0Microsoft DirectX 12Vulkan APIOpenGL 4.5 SupportPCI Express 3.0Max Digital Resolution - 7680x4320HDMI 2.0b, DisplayPort 1.4 and Dual-Link DVIBuilt for EVGA Precision XOCEVGA ACX 3.0 Cooling']",,['GeForce GTX 1080'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['1 x HDMI 2.0b'],['PCI Express 3.0'],,['267 mm'],['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5X'],['08G-P4-6183-RX'],['4'],['OpenGL 4.5'],"['Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit']",,,['8-Pin'],,['SLI Ready'],,,['Dual Slot'],,"['500 Watts or greater power supply.PCI Express, PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.']",['180W'],['Yes'],291 (90% Positive)
,,['ZOTAC'],,,['NVIDIA'],['Triple Fans'],,,"['September 29, 2019']",,,,,,,,['GeForce GTX 1080 Ti'],['NVIDIA GeForce GTX 10 Series'],,,,,,,,['11GB'],,['GTX 1080 Ti AMP! Extreme Core'],,,,['GTX 1080 Ti SC2'],,,,,,,,,,['250W'],,291 (90% Positive)
,['1657 MHz in OC Mode 1632 MHz in Gaming Mode'],['GIGABYTE'],,,['NVIDIA'],['WINDFORCE 3X'],['1544 MHz in OC Mode 1518 MHz in Gaming Mode'],,"['March 13, 2020']",,,,,,,,['GeForce GTX 1080 Ti'],['NVIDIA GeForce GTX 10 Series'],,,,,,,,['11GB'],,['GV-N108TGAMINGOC11GD'],,,,,,,,,,,['Dual Slot'],,,['250W'],,671 (86% Positive)
,['1733 MHz'],['ASUS'],['2560'],"['10.50"" x 4.37""']",['NVIDIA'],['Single Fan'],['1607 MHz'],['1 x DVI-D'],"['October 07, 2020']",,['2 x DisplayPort 1.4'],,,['10010 MHz'],"['Dual-ball Bearing Fan runs smoother by reducing friction, further improving 4X longer card lifespan and cooling efficiency.Industry Only Auto-Extreme Technology with Super Alloy Power II delivers premium quality and best reliability.VR-friendly HDMI Ports for immersive virtual reality experiences.Customizable Backlit Logo gives your system a truly unique look with your own LED backlit logo design.GPU Tweak II with Xsplit Gamecaster provides intuitive performance tweaking and instant gameplay streaming.NVIDIA ANSEL for a revolutionary new way to capture in-game screenshots.NVIDIA GameWorks provides an interactive and cinematic experience, as well as incredibly smooth gameplay.']",,['GeForce GTX 1080'],['NVIDIA GeForce GTX 10 Series'],['2.2'],['2 x HDMI 2.0b'],['PCI Express 3.0'],,['267 mm'],['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5X'],['TURBO-GTX1080-8G'],,['OpenGL 4.5'],,['GTX 1080 Blower'],,['8-Pin'],,['SLI Ready'],['Turbo'],,['Dual Slot'],,['Recommended PSU: 500W'],['180W'],['Yes'],(1)
,['1683 MHz  (OC Mode)1657 MHz (Gaming Mode) 1582 MHz (Silent Mode)'],['MSI'],['3584'],"['12.80"" x 5.51""']",['NVIDIA'],['Triple Fans'],['1569 MHz (OC Mode)1544 MHz (Gaming Mode) 1480 MHz (Silent Mode)'],['1 x DL-DVI-D'],"['January 19, 2019']",['DirectX 12'],['2 x DisplayPort 1.4'],['Yes'],,['11124 MHz (OC) 11016 MHz (Gaming/Silent)'],"['MSI AfterburnerThe ultimate overclocking software with advanced control options and real-time hardware monitor.Military Class 4 ComponentsUsing only the highest quality components means you get reliable and stable in-game performance.RGB Mystic LightCustomize colors and LED effects with exclusive MSI software and synchronize the look & feel with other components.ZERO FROZREliminates fan noise by stopping the fans in low-load situations so you can focus on your game.Double Ball BearingsStrong and lasting core for the TORX 2.0 Fans to provide years of smooth and silent gaming.TORX FAN 2.0Award-winning fan design combining two different fin designs for cool & quiet gaming.TRI-FROZR THERMAL DESIGNUsing three of the award-winning TORX 2.0 Fans with Double Ball Bearings, Tri-Frozr is the pinnacle of air cooling.WAVE-CURVED COOLING SYSTEMMSI exclusive Wave-curved fins increase 10% heat dissipation area compared to traditional fins.']",['ATX'],['GeForce GTX 1080 Ti'],['NVIDIA GeForce GTX 10 Series'],['2.2'],['2 x HDMI 2.0'],['PCI Express 3.0 x16'],,['325 mm'],,['352-Bit'],['11GB'],['GDDR5X'],['GTX 1080 Ti GAMING X TRIO'],['4'],['OpenGL 4.5'],,,,['2 x 8-Pin'],,['2-Way SLI'],,,['2.5-slot'],,['Power Consumption: 250WRecommended PSU: 600W'],['250W'],['Yes'],883 (79% Positive)
,['1582 MHz'],['MSI'],['3584'],,['NVIDIA'],['Single Fan'],['1480 MHz'],,"['January 21, 2019']",['DirectX 12'],['3 x DisplayPort 1.4'],,,['11010 MHz'],"[""All Solid Capacitors- 10 years long lifetime under full load- Lower temperature and higher efficiency- Aluminum core for higher stabilityAfterburner Overclocking Utility- Wireless control through Android/iOS devices- Predator: In-game video recording- Kombustor: built-in DirectX12 benchmark- Supports multi-GPU setupsNVIDIA G-SYNC- Synchronizes the display refresh to your GeForce GTX GPU for the fast, smooth gamingGeForce GTX VR Ready- NVIDIA's unique set of features ensure you get the right level of performance, image quality, and latency to ensure your VR experience is nothing short of amazing""]",,['GeForce GTX 1080 Ti FE'],['NVIDIA GeForce GTX 10 Series'],['2.2'],['1 x HDMI 2.0'],['PCI Express 3.0 x16'],,,['7680 x 4320'],['352-Bit'],['11GB'],['GDDR5X'],['GTX 1080 Ti Founders Edition'],['4'],['OpenGL 4.5'],,,,['1 x 6-pin1 x 8-pin'],,['2-Way SLI'],,,['Dual Slot'],,['Power consumption: 250WRecommended PSU: 600W'],,['Yes'],0 reviews
,['1771 MHz in OC mode1733 MHz in Gaming mode'],['GIGABYTE'],['2560'],"['11.02"" x 4.49""']",['NVIDIA'],['Triple Fans'],['1632 MHz in OC mode1607 MHz in Gaming mode'],['1 x Dual-link DVI-D'],"['February 18, 2020']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['10010 MHz'],['Powered by GeForce GTX 1080Integrated with 8GB GDDR5X 256-bit memoryWINDFORCE 3X with Blade Fan DesignSupport up to 8K display @60Hz'],['ATX'],['GeForce GTX 1080'],['NVIDIA GeForce GTX 10 Series'],,['1 x HDMI 2.0b'],['PCI Express 3.0 x16'],,['280 mm'],['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5X'],['GV-N1080D5X-8GD'],['4'],['OpenGL 4.5'],,,,['8-Pin'],,['2-way SLI HB'],,,['Dual Slot'],,['Recommended PSU: 500W'],['180W'],['Yes'],(1)
,['1582 MHz'],['PNY'],['3584'],"['10.51"" x 4.41""']",['NVIDIA'],['Single Fan'],['1480 MHz'],,"['July 16, 2020']",['DirectX 12'],['3 x DisplayPort 1.4'],,,,,,['GeForce GTX 1080 Ti'],['NVIDIA GeForce GTX 10 Series'],,['1 x HDMI 2.0b'],['PCI Express 3.0 x16'],,['267 mm'],['7680 x 4320'],['352-Bit'],['11GB'],['GDDR5X'],['VCGGTX1080T11PB-CG2'],['4'],['OpenGL 4.5'],"['Windows 7-10, Linux, FreeBSDx86']",,,['6-Pin / 8-Pin'],,['SLI Ready'],,,['Dual Slot'],,['Minimum 600W or greater system power supply'],['250W'],['Yes'],0 reviews
,['1600 MHz'],['MSI'],['3584'],"['10.59"" x 4.37""']",['NVIDIA'],['Single Fan'],['1506 MHz'],,"['January 21, 2019']",['DirectX 12'],['3 x DisplayPort'],,['None'],['11016 MHz'],,,['GeForce GTX 1080 Ti'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['1 x HDMI'],['PCI Express 3.0 x16'],,['269 mm'],,['352-Bit'],['11GB'],['GDDR5X'],['GTX 1080 Ti AERO 11G OC'],['4'],['OpenGL 4.5'],,['GTX 1080 AERO OC'],,"['1 x 6-pin, 1 x 8-pin']",,['2-Way SLI'],,,['Dual Slot'],,['Power consumption: 250W Recommended PSU: 600W'],,['Yes'],0 reviews
,['1733 MHz'],['MSI'],['2560'],,['NVIDIA'],,['1607 MHz'],['1 x DL-DVI-D'],"['March 18, 2019']",['DirectX 12'],['1 x DisplayPort'],,,,,,['Nvidia Geforce GTX 1080'],['NVIDIA GeForce GTX 10 Series'],,['1 x HDMI'],['PCI Express 3.0 x16'],,,,['8GB GDDR5X (256-bit)'],,['GDDR5X'],['Nvidia Geforce GTX 1080'],['2'],['OpenGL 4.5'],,['GTX 1080 ARMOR 8G'],,,,,['NVIDIA GeForce GTX 10 Series'],,['Dual Slot'],,,,['Yes'],0 reviews
,,,,,,,,,"['January 17, 2019']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 reviews
,['1683 MHz  (OC Mode)1657 MHz (Gaming Mode) 1582 MHz (Silent Mode)'],['MSI'],['3584'],"['12.80"" x 5.51""']",['NVIDIA'],['Triple Fans'],['1569 MHz (OC Mode)1544 MHz (Gaming Mode) 1480 MHz (Silent Mode)'],['1 x DL-DVI-D'],"['July 12, 2020']",['DirectX 12'],['2 x DisplayPort 1.4'],['Yes'],,['11124 MHz'],"['MSI AfterburnerThe ultimate overclocking software with advanced control options and real-time hardware monitor.Military Class 4 ComponentsUsing only the highest quality components means you get reliable and stable in-game performance.RGB Mystic LightCustomize colors and LED effects with exclusive MSI software and synchronize the look & feel with other components.ZERO FROZREliminates fan noise by stopping the fans in low-load situations so you can focus on your game.Double Ball BearingsStrong and lasting core for the TORX 2.0 Fans to provide years of smooth and silent gaming.TORX FAN 2.0Award-winning fan design combining two different fin designs for cool & quiet gaming.TRI-FROZR THERMAL DESIGNUsing three of the award-winning TORX 2.0 Fans with Double Ball Bearings, Tri-Frozr is the pinnacle of air cooling.WAVE-CURVED COOLING SYSTEMMSI exclusive Wave-curved fins increase 10% heat dissipation area compared to traditional fins.']",['ATX'],['GeForce GTX 1080 Ti'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['1 x HDMI 2.0b'],['PCI Express 3.0 x16'],,['325 mm'],,['352-Bit'],['11GB'],['GDDR5X'],['GTX 1080 Ti GAMING X TRIO'],['4'],['OpenGL 4.5'],,,,['2 x 8-Pin'],,['2-Way SLI'],,,['2.5-slot'],,['Power Consumption: 250WRecommended PSU: 600W'],['250W'],['Yes'],0 reviews
,['1.68 GHz'],['MSI'],,,['NVIDIA'],['Liquid Cooler'],['1.57 GHz'],['Yes'],"['March 11, 2019']",,['Yes'],['Yes'],,,,['Plug-in Card'],['GTX 1080 Ti'],,,['Yes'],,,,,['352-Bit'],['11GB'],['GDDR5X'],,,['OpenGL'],,['GTX 1080'],,,,,['GTX 10'],,,,,,,0 reviews
,,['EVGA'],,,['NVIDIA'],['Double Fans'],,,"['May 15, 2019']",,,,,,,,['GeForce GTX 1080 Ti'],['NVIDIA GeForce GTX 10 Series'],,,,,,,,['11GB'],,,,,,,,,,,,,,,,,,0 reviews
,['1835 MHz'],['ASUS'],['2560'],,['NVIDIA'],['Triple Fans'],['1695 MHz'],['1 x DVI'],"['June 18, 2020']",['DirectX 12'],['2 x DisplayPort'],,,,,,['GeForce GTX 1080'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['2 x HDMI'],['PCI Express 3.0 x16'],,,['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5X'],['STRIX-GTX1080-A8G-GA'],['Yes'],['OpenGL 4.5'],,['GTX 1080'],,,,,,,,,,['180W'],['Yes'],0 reviews
,['1847 MHz'],['EVGA'],['2560'],"['10.50"" x 4.38""']",['NVIDIA'],['Double Fans'],['1708 MHz'],['1 x DVI'],"['February 13, 2020']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['10000 MHz'],,,['GeForce GTX 1080'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['1 x HDMI 2.0b'],['PCI Express 3.0'],,['267 mm'],['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5X'],['08G-P4-6183-KR'],['4'],['OpenGL 4.5'],"['Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit']",['GTX 1080 SC ACX3.0'],,['8-Pin'],,['SLI Ready'],,,['Dual Slot'],,"['500 Watts or greater power supply. PCI Express, PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.']",['180W'],['Yes'],29 (90% Positive)
,,,,,,,,,"['March 28, 2019']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 reviews
,['N/A'],['ZOTAC'],['3584'],"['12.80"" x 5.83""']",['NVIDIA'],['Triple Fans'],['1645 MHz'],['1 x DL-DVI-D'],"['December 06, 2019']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['11.2 GHz'],['IceStorm with Metallic ExoArmorPowerBoostFREEZE Fan StopSPECTRA Lighting16 + 2 Power PhasesVR ReadySimultaneous Multi-ProjectionNVIDIA AnselNVIDIA G-SyncNVIDIA GameStreamVulkan API'],,['GeForce GTX 1080 Ti'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['1 x HDMI 2.0b'],['PCI Express 3.0'],,['325 mm'],,['352-Bit'],['11GB'],['GDDR5X'],['ZT-P10810C-10P'],['Yes'],['OpenGL 4.5'],['Windows 10 / 8 / 7'],['AMP! Extreme'],['ZOTAC GeForce GTX 1080 Ti AMP Extreme2 x Dual 6-pin to 8-pin mesh wrapped power cableUser manualDriver Disk'],['2 x 8-Pin'],,['2-way. HB SLI Bridge compatible'],,,['2.5 slots'],,['Recommended Power Supply: 600W'],['250W'],['Yes'],0 reviews
,,['ASUS'],,,,,,,"['November 13, 2018']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 reviews
,['OC Mode: 1771 MHzGaming Mode: 1759 MHzSilent Mode: 1733 MHz'],['MSI'],['2560'],"['10.98"" x 5.51""']",['NVIDIA'],['Double Fans'],['OC Mode: 1632 MHzGaming Mode: 1620 MHzSilent Mode: 1607 MHz'],['DL-DVI-D'],"['January 16, 2019']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['OC Mode: 10010 MHzGaming Mode: 10010 MHzSilent Mode: 10010 MHz'],,,['GeForce GTX 1080'],['NVIDIA GeForce GTX 10 Series'],['2.2'],['1 x HDMI 2.0'],['PCI Express 3.0 x16'],,['279 mm'],['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5X'],['MSI-GEFORCEGTX1080GAMING8G-RFB'],['4'],['OpenGL 4.5'],,,,['6-Pin / 8-Pin'],,['2-Way SLI'],,,['Dual Slot'],,['Power consumption: 180WRecommended PSU: 500W'],['180W'],['Yes'],0 reviews
,['1860 MHz'],['EVGA'],['2560'],,['NVIDIA'],['Double Fans'],['1721 MHz'],['1 x Dual-Link DVI-D'],"['April 13, 2020']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['10000 MHz'],,,['GeForce GTX 1080'],['NVIDIA GeForce GTX 10 Series'],,['1 x HDMI 2.0b'],['PCI Express 3.0'],,,['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5'],['08G-P4-6286-KR'],['4'],['OpenGL 4.5'],"['Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit']",,"[""OPEN BOX! EXTENSIVELY TESTED (FURMARK, KOMBUSTOR, SUPERPOSITION, HEAVEN, VALLEY, 4K, etc.) - CARD PERFORMED VERY WELL, SEE IMAGES! THIS IS A PRE-TESTED ITEM AND IT HAS SCRATCHES, BLEMISHES, AND OTHER IMPERFECTIONS, SEE IMAGES! OUTER BOX IS TORN AND HAS RESIDUE FROM REMOVED STICKERS/LABELS! VIDEO CARD COMES WITH ACCESSORIES AS PICTURED! IF IT'S NOT PICTURED, IT'S NOT INCLUDED! HARDWARE USED FOR TESTING (CPU, PSU, RAM, MOTHERBOARD, MONITOR, ETC.) IS NOT INCLUDED! MORE (40) IMAGES: imageshack.com/a/oq9o/1""]",['2 x 8-Pin'],,['2-Way SLI'],,,['Dual Slot'],,"['500W or greater power supply. PCI Express, PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.']",,['Yes'],0 reviews
,,,,,,['Single Fan'],,,"['December 10, 2018']",,,,,,,,,,,,,,,,,['11GB'],,,,,,,"[""VIDEO CARD COMES IN PLAIN NON-RETAIL PACKAGE WITHOUT ANY ACCESSORIES! IF IT'S NOT PICTURED, IT'S NOT INCLUDED!""]",,,,,,,,,,,671 (86% Positive)
,,['EVGA'],,,,['Double Fans'],,,"['November 09, 2018']",,,,,,,,,,,,"[""OPEN BOX! EXTENSIVELY TESTED (FURMARK, KOMBUSTOR, SUPERPOSITION, HEAVEN, VALLEY, 4K, etc.) - CARD PERFORMED VERY WELL, SEE IMAGES! THIS IS A PRE-TESTED ITEM AND IT HAS SCRATCHES, BLEMISHES, AND OTHER IMPERFECTIONS, SEE IMAGES! OUTER BOX IS TORN AND HAS RESIDUE FROM REMOVED STICKERS/LABELS! VIDEO CARD COMES WITH ACCESSORIES AS PICTURED! IF IT'S NOT PICTURED, IT'S NOT INCLUDED! HARDWARE USED FOR TESTING (CPU, PSU, RAM, MOTHERBOARD, MONITOR, ETC.) IS NOT INCLUDED! MORE (42) IMAGES: imageshack.com/a/Tp9o/1 EXTENSIVELY TESTED: techpowerup.com/gpuz/details/da7eu ozone3d.net/gpudb/score.php?which=703622 ozone3d.net/gpudb/score.php?which=703623 ozone3d.net/gpudb/score.php?which=703624 userbenchmark.com/UserRun/15573914""]",,,,,['8GB'],,['08G-P4-6284-KR'],,,,,"[""THIS IS A PRE-TESTED ITEM AND IT HAS SCRATCHES, BLEMISHES, AND OTHER IMPERFECTIONS => SEE POSTED IMAGES! VIDEO CARD COMES IN RETAIL BOX WITH PICTURED ACCESSORIES ONLY! IF IT'S NOT PICTURED => IT'S NOT INCLUDED! HARDWARE USED FOR TESTING (CPU, Motherboard, Monitor, RAM, PSU, etc.) IS NOT INCLUDED! OUTER BOX IS A BIT TORN AND HAS RESIDUE FROM REMOVED STICKERS/LABELS => SEE IMAGES!""]",,,,,,,,,,,0 reviews
,,['PNY'],,,['NVIDIA'],['Single Fan'],,,"['May 06, 2019']",,,,,,,,['GeForce GTX 1080'],['NVIDIA GeForce GTX 10 Series'],,,,,,,,['8GB'],,,,,,,,,,,,,,,,['180W'],,0 reviews
,,['MSI'],,,['NVIDIA GeForce GTX 1080 Ti'],,,,"['December 25, 2019']",,,,,,,,,,,,,,,,,['11GB'],,,,,,,,['Power Cable Requirement:\t8-Pin + 8-Pin PCI-E'],,,['Compatible Slot:\tPCI Express 3.0 x16'],,,,,,,291 (90% Positive)
,,['NVIDIA'],,,['NVIDIA'],['Air Cooler'],,,"['August 19, 2020']",,,,,,,,,,,,['PCI Express 3.0 x16'],,,,,['11GB'],,,,,,,,,,,,,,,,,,0 reviews
,['1582 MHz'],['PNY'],['3584'],"['10.50"" x 4.38""']",['NVIDIA'],['Blower'],['1480 MHz'],,"['March 15, 2019']",['DirectX 12'],['3 x DisplayPort 1.4'],,,['11 GBPS'],['Simultaneous Multi-ProjectionNVIDIA Ansel SupportNVIDIA G-SYNCNVIDIA GameStreamNVIDIA GPU Boost 3.0Vulkan API SupportMax Digital Resolution - 7680 x 4320 @ 60 Hz** 7680 x 4320 @ 60 Hz RGB 8-bit with dual DisplayPort connectors or 7680 x 4320 @ 60 Hz YUV420 8-bit with DisplayPort 1.3 connector.'],,['GeForce GTX 1080 Ti'],['NVIDIA GeForce GTX 10 Series'],,['1 x HDMI 2.0b'],['PCI Express 3.0 x16'],,['267 mm'],['7680 x 4320 @ 60 HZ (Digital)'],['352-Bit'],['11GB'],['GDDR5X'],['RGMX108TN3IBGT1KTP'],['Yes'],['OpenGL 4.5'],,,,"['One 6-PIN, One 8-PIN']",,['SLI HB Bridge Supported'],,,['Dual Slot'],,"['TDP: 250WPCI Express-compliant motherboard with one dual-width x16 graphics slotOne 6-pin, One 8-pin PCI Express supplementary power connectorsMinimum 600W or greater system power supply*300MB of available hard-disk space8GB system memory (16GB or higher recommended)Windows 7-10, Linux, FreeBSDx86Internet connection*** Recommendation is made based on PC configured with an Intel Core i7 3.2 GHz processor. Pre-built system may require less power depending on system configuration.** Graphics Card driver is not included in the box; GeForce Experience will download the latest GeForce driver from the Internet after install.']",['250W'],['Yes'],0 reviews
,['1847 MHz'],['MSI'],,"['12.28"" x 5.51""']",['NVIDIA'],['Triple Fans'],['1708 MHz'],['DL-DVI-D'],"['March 10, 2019']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['10108 MHz'],,,['GeForce GTX 1080'],['NVIDIA GeForce GTX 10 Series'],,['1 x HDMI 2.0'],['PCI Express 3.0 x16'],,['312 mm'],['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5X'],['MSI-GEFORCEGTX1080DUKE8GOC-RFB'],['4'],['OpenGL 4.5'],,,,['6-Pin / 8-Pin'],,['2-Way SLI'],,,['Dual Slot'],,['Power consumption: 180WRecommended PSU: 500W'],['180W'],['Yes'],0 reviews
,['1582 MHz'],['PNY'],['3584'],"['10.5"" x 4.376""']",['NVIDIA'],['Single Fan'],['1480 MHz'],,"['April 13, 2020']",['DirectX 12'],['3 x DisplayPort 1.4'],,,['11 GBPS'],,,['GeForce GTX 1080 Ti'],['NVIDIA GeForce GTX 10 Series'],,['1 x HDMI 2.0b'],['PCI Express 3.0 x16'],,,['7680 x 4320'],['352-Bit'],['11GB'],['GDDR5X'],['VCGGTX1080T11PB-CG'],['4'],['OpenGL 4.5'],"['Windows 7-10, Linux, FreeBSDx86']",,,['6-Pin / 8-Pin'],,['SLI Ready'],,,['Dual Slot'],,['Minimum 600W or greater system power supply'],['250W'],,0 reviews
,,,,,,,,,"['December 19, 2018']",,,,,,,,['GeForce GTX 1080 Ti FE'],,,,,,,,,,,,,,,,,,,,,,,,,,,0 reviews
,,,,,,,,,"['January 28, 2019']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 reviews
,,,,,,['Double Fans'],,,"['May 15, 2019']",,,,,,,,,,,,,,,,,['11GB'],,,,,,,,,,,,,,,,,,0 reviews
,['1582 MHz'],['ASUS'],['3584'],"['10.50"" x 4.38""']",['NVIDIA'],['Single Fan'],['1480 MHz'],,"['January 25, 2019']",['DirectX 12'],['2 x DisplayPort 1.4'],,,['11010 MHz'],,,['GeForce GTX 1080 Ti'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['2 x HDMI 2.0'],['PCI Express 3.0'],,['267 mm'],['7680 x 4320'],['352-Bit'],['11GB'],['GDDR5X'],['TURBO-GTX1080TI-11G'],,['OpenGL 4.4'],,,,['6-Pin / 8-Pin'],,['2-Way SLI'],,,['Dual Slot'],,,['250W'],['Yes'],0 reviews
,,,,,,,,,"['November 24, 2018']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 reviews
,['1860 MHz in OC Mode 1835 MHz in Gaming Mode'],['GIGABYTE'],['2560'],,,['Triple Fans'],['1721 MHz in OC Mode 1695 MHz in Gaming Mode'],['1 x Dual-link DVI-D'],"['May 24, 2019']",['DirectX 12'],['3 x DisplayPort 1.4'],,,['10010 MHz'],,['ATX'],,['NVIDIA GeForce GTX 10 Series'],,['1 x HDMI 2.0b'],,,,['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5X'],['GV-N1080G1 GAMING-8GD'],['4'],['OpenGL 4.5'],,,,['8-Pin'],,['2-Way SLI'],['G1 Gaming'],,['Dual Slot'],,,,['Yes'],0 reviews
,['1746 MHz (OC Mode) 1721 MHz (Gaming Mode)'],['GIGABYTE'],,,['NVIDIA'],['Liquid Cooler'],['1632 MHz (OC Mode) 1607 MHz (Gaming Mode)'],['1 x DVI'],"['March 28, 2019']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['11448 MHz (OC Mode) 11232 MHz (Gaming Mode)'],,['ATX'],['GeForce GTX 1080 Ti'],['NVIDIA GeForce GTX 10 Series'],,['3 x HDMI'],['PCI Express 3.0 x16'],,,['7680 x 4320'],['352-Bit'],['11GB'],['GDDR5X'],['GV-N108TAORUSX w-11GD'],,['OpenGL 4.5'],,,,['2 x 8-Pin'],,,['AORUS'],,['Dual Slot'],['3584 Stream Processors'],,['250W'],['Yes'],0 reviews
